rule,family,mode,pool,level,level_loose,k,window,frames,tp,fp,risk_recall,timely_fpr,precision,low_prior_tp,low_prior_fp,low_prior_precision,low_prior_share,mean_alarm_prior,lift,union_tp,union_coverage_share,median_confirmation_delay,alarms
quorum|per_task|all12|selected|selected|1|0|1,quorum,per_task,all12,selected,selected,1,0,1,406,194,0.8336755646817249,0.013554111646754699,0.6766666666666666,108,152,0.4153846153846154,0.2660098522167488,0.4417093831069176,1.5319273090987897,406,1.0,0.0,600
cascade|global|all12|0.95|0.85|2|8|2,cascade,global,all12,0.95,0.85,2,8,2,313,108,0.6427104722792608,0.007545587927059317,0.7434679334916865,67,82,0.44966442953020136,0.21405750798722045,0.4931640045115633,1.507547036463109,481,0.6507276507276507,3.0,421
cascade|global|all12|0.95|0.85|2|-1|1,cascade,global,all12,0.95,0.85,2,-1,1,387,162,0.7946611909650924,0.011318381890588975,0.7049180327868853,91,126,0.41935483870967744,0.2351421188630491,0.4453716113962399,1.582763729769321,481,0.8045738045738046,3.0,549
cascade|global|all12|0.95|0.85|2|-1|2,cascade,global,all12,0.95,0.85,2,-1,2,360,122,0.7392197125256673,0.00852371969538182,0.7468879668049793,77,90,0.46107784431137727,0.21388888888888888,0.5053241838697833,1.4780372494450897,481,0.7484407484407485,4.0,482
cascade|global|all12|0.95|0.85|3|0|1,cascade,global,all12,0.95,0.85,3,0,1,22,20,0.045174537987679675,0.0013973310976035773,0.5238095238095238,13,18,0.41935483870967744,0.5909090909090909,0.2353539745241548,2.2256242957807553,481,0.04573804573804574,0.0,42
cascade|global|all12|0.95|0.85|3|0|2,cascade,global,all12,0.95,0.85,3,0,2,22,20,0.045174537987679675,0.0013973310976035773,0.5238095238095238,13,18,0.41935483870967744,0.5909090909090909,0.2353539745241548,2.2256242957807553,481,0.04573804573804574,0.0,42
cascade|global|all12|0.95|0.85|3|1|1,cascade,global,all12,0.95,0.85,3,1,1,85,34,0.17453798767967146,0.0023754628659260813,0.7142857142857143,33,27,0.55,0.38823529411764707,0.3713125593648583,1.923677764919997,481,0.17671517671517672,1.0,119
cascade|global|all12|0.95|0.85|3|1|2,cascade,global,all12,0.95,0.85,3,1,2,84,34,0.17248459958932238,0.0023754628659260813,0.711864406779661,33,27,0.55,0.39285714285714285,0.37093908617826893,1.919087077379458,481,0.17463617463617465,1.0,118
cascade|global|all12|0.95|0.85|3|2|1,cascade,global,all12,0.95,0.85,3,2,1,126,43,0.2587268993839836,0.0030042618598476907,0.7455621301775148,38,33,0.5352112676056338,0.30158730158730157,0.4361963315118576,1.7092352143205665,481,0.26195426195426197,2.0,169
cascade|global|all12|0.95|0.85|3|2|2,cascade,global,all12,0.95,0.85,3,2,2,125,43,0.25667351129363447,0.0030042618598476907,0.7440476190476191,38,33,0.5352112676056338,0.304,0.4367762034820652,1.7034985265129514,481,0.2598752598752599,2.0,168
cascade|global|all12|0.95|0.85|3|4|1,cascade,global,all12,0.95,0.85,3,4,1,197,54,0.40451745379876797,0.0037727939635296584,0.7848605577689243,49,39,0.5568181818181818,0.24873096446700507,0.4920347538322508,1.5951323593627829,481,0.4095634095634096,3.0,251
cascade|global|all12|0.95|0.85|3|4|2,cascade,global,all12,0.95,0.85,3,4,2,195,53,0.4004106776180698,0.0037029274086494797,0.7862903225806451,49,39,0.5568181818181818,0.2512820512820513,0.493255186186959,1.5940842480723896,481,0.40540540540540543,3.0,248
cascade|global|all12|0.95|0.85|3|8|1,cascade,global,all12,0.95,0.85,3,8,1,256,65,0.5256673511293635,0.004541326067211626,0.7975077881619937,53,41,0.5638297872340425,0.20703125,0.5236659911301657,1.5229321775141977,481,0.5322245322245323,4.0,321
cascade|global|all12|0.95|0.85|3|8|2,cascade,global,all12,0.95,0.85,3,8,2,254,65,0.5215605749486653,0.004541326067211626,0.7962382445141066,53,41,0.5638297872340425,0.20866141732283464,0.5246004372106886,1.5177994298817628,481,0.5280665280665281,3.0,319
cascade|global|all12|0.95|0.85|3|-1|1,cascade,global,all12,0.95,0.85,3,-1,1,340,79,0.6981519507186859,0.00551945783553413,0.8114558472553699,60,50,0.5454545454545454,0.17647058823529413,0.5490009446821088,1.4780591092156168,481,0.7068607068607069,5.0,419
cascade|global|all12|0.95|0.85|3|-1|2,cascade,global,all12,0.95,0.85,3,-1,2,340,79,0.6981519507186859,0.00551945783553413,0.8114558472553699,60,49,0.5504587155963303,0.17647058823529413,0.5512170502674745,1.472116740332354,481,0.7068607068607069,5.0,419
cascade|global|all12|0.95|0.9|2|0|1,cascade,global,all12,0.95,0.9,2,0,1,116,55,0.23819301848049282,0.003842660518409837,0.6783625730994152,35,49,0.4166666666666667,0.3017241379310345,0.38721833004911677,1.7518865210057804,470,0.24680851063829787,0.0,171
cascade|global|all12|0.95|0.9|2|0|2,cascade,global,all12,0.95,0.9,2,0,2,53,20,0.10882956878850103,0.0013973310976035773,0.726027397260274,20,17,0.5405405405405406,0.37735849056603776,0.36870157412628657,1.9691464539600725,470,0.1127659574468085,0.0,73
cascade|global|all12|0.95|0.9|2|1|1,cascade,global,all12,0.95,0.9,2,1,1,212,95,0.4353182751540041,0.006637322713616991,0.6905537459283387,65,80,0.4482758620689655,0.30660377358490565,0.40527294402632436,1.7039226430163177,470,0.451063829787234,1.0,307
cascade|global|all12|0.95|0.9|2|1|2,cascade,global,all12,0.95,0.9,2,1,2,141,49,0.28952772073921973,0.003423461189128764,0.7421052631578947,50,40,0.5555555555555556,0.3546099290780142,0.42410566584972886,1.7498121881277602,470,0.3,1.0,190
cascade|global|all12|0.95|0.9|2|2|1,cascade,global,all12,0.95,0.9,2,2,1,251,109,0.5154004106776181,0.007615454481939496,0.6972222222222222,69,92,0.42857142857142855,0.2749003984063745,0.4235618523122382,1.6460930520915964,470,0.5340425531914894,1.0,360
cascade|global|all12|0.95|0.9|2|2|2,cascade,global,all12,0.95,0.9,2,2,2,205,63,0.4209445585215606,0.004401592957451268,0.7649253731343284,52,51,0.5048543689320388,0.25365853658536586,0.5014140814469176,1.5255362811650666,470,0.43617021276595747,2.0,268
cascade|global|all12|0.95|0.9|2|4|1,cascade,global,all12,0.95,0.9,2,4,1,288,119,0.5913757700205339,0.008314120030741284,0.7076167076167076,75,98,0.43352601156069365,0.2604166666666667,0.44063065210937535,1.6059180273301998,470,0.6127659574468085,1.0,407
cascade|global|all12|0.95|0.9|2|4|2,cascade,global,all12,0.95,0.9,2,4,2,249,74,0.5112936344969199,0.005170125061133236,0.7708978328173375,56,57,0.49557522123893805,0.2248995983935743,0.5244179200623089,1.4700066556187534,470,0.5297872340425532,2.0,323
cascade|global|all12|0.95|0.9|2|8|1,cascade,global,all12,0.95,0.9,2,8,1,323,125,0.6632443531827515,0.008733319360022357,0.7209821428571429,77,99,0.4375,0.23839009287925697,0.45428685133908037,1.587063637725673,470,0.6872340425531915,2.0,448
cascade|global|all12|0.95|0.9|2|8|2,cascade,global,all12,0.95,0.9,2,8,2,277,77,0.5687885010266941,0.0053797247257737725,0.7824858757062146,56,58,0.49122807017543857,0.20216606498194944,0.5426918467317808,1.441860386181459,470,0.5893617021276596,2.0,354
cascade|global|all12|0.95|0.9|2|-1|1,cascade,global,all12,0.95,0.9,2,-1,1,369,130,0.757700205338809,0.009082652134423252,0.7394789579158316,82,101,0.44808743169398907,0.2222222222222222,0.465889447687076,1.5872412684747423,470,0.7851063829787234,2.0,499
cascade|global|all12|0.95|0.9|2|-1|2,cascade,global,all12,0.95,0.9,2,-1,2,327,83,0.6714579055441479,0.005798924055054846,0.7975609756097561,62,62,0.5,0.18960244648318042,0.5585682664797932,1.4278666073104043,470,0.6957446808510638,3.0,410
cascade|global|all12|0.95|0.9|3|0|1,cascade,global,all12,0.95,0.9,3,0,1,21,17,0.043121149897330596,0.0011877314329630407,0.5526315789473685,12,14,0.46153846153846156,0.5714285714285714,0.21975691411777207,2.514740349198762,470,0.04468085106382979,0.0,38
cascade|global|all12|0.95|0.9|3|0|2,cascade,global,all12,0.95,0.9,3,0,2,21,17,0.043121149897330596,0.0011877314329630407,0.5526315789473685,12,14,0.46153846153846156,0.5714285714285714,0.21975691411777207,2.514740349198762,470,0.04468085106382979,0.0,38
cascade|global|all12|0.95|0.9|3|1|1,cascade,global,all12,0.95,0.9,3,1,1,77,31,0.15811088295687886,0.0021658632012855447,0.7129629629629629,29,22,0.5686274509803921,0.37662337662337664,0.3926833034606649,1.8156182263918956,470,0.16382978723404254,1.0,108
cascade|global|all12|0.95|0.9|3|1|2,cascade,global,all12,0.95,0.9,3,1,2,76,30,0.15605749486652978,0.0020959966464053656,0.7169811320754716,29,22,0.5686274509803921,0.3815789473684211,0.39229531384205946,1.8276566320752248,470,0.16170212765957448,1.0,106
cascade|global|all12|0.95|0.9|3|2|1,cascade,global,all12,0.95,0.9,3,2,1,124,34,0.2546201232032854,0.0023754628659260813,0.7848101265822784,33,22,0.6,0.2661290322580645,0.4912837144100082,1.5974682318235842,470,0.26382978723404255,1.0,158
cascade|global|all12|0.95|0.9|3|2|2,cascade,global,all12,0.95,0.9,3,2,2,123,33,0.25256673511293637,0.002305596311045902,0.7884615384615384,33,22,0.6,0.2682926829268293,0.4922841882710755,1.6016389663674782,470,0.26170212765957446,1.0,156
cascade|global|all12|0.95|0.9|3|4|1,cascade,global,all12,0.95,0.9,3,4,1,173,41,0.35523613963039014,0.0028645287500873333,0.8084112149532711,39,26,0.6,0.2254335260115607,0.5333098040314306,1.5158379029267337,470,0.3680851063829787,2.0,214
cascade|global|all12|0.95|0.9|3|4|2,cascade,global,all12,0.95,0.9,3,4,2,173,40,0.35523613963039014,0.0027946621952071545,0.812206572769953,39,26,0.6,0.2254335260115607,0.5339185995262432,1.5212179787155578,470,0.3680851063829787,2.0,213
cascade|global|all12|0.95|0.9|3|8|1,cascade,global,all12,0.95,0.9,3,8,1,223,44,0.45790554414784396,0.00307412841472787,0.8352059925093633,39,27,0.5909090909090909,0.17488789237668162,0.5678988441692959,1.4706950033171413,470,0.474468085106383,3.0,267
cascade|global|all12|0.95|0.9|3|8|2,cascade,global,all12,0.95,0.9,3,8,2,223,43,0.45790554414784396,0.0030042618598476907,0.8383458646616542,39,27,0.5909090909090909,0.17488789237668162,0.5685163722916002,1.474620442824564,470,0.474468085106383,3.0,266
cascade|global|all12|0.95|0.9|3|-1|1,cascade,global,all12,0.95,0.9,3,-1,1,295,51,0.6057494866529775,0.0035631942988891218,0.8526011560693642,42,31,0.5753424657534246,0.1423728813559322,0.6016183225968984,1.4171795040900566,470,0.6276595744680851,4.0,346
cascade|global|all12|0.95|0.9|3|-1|2,cascade,global,all12,0.95,0.9,3,-1,2,295,49,0.6057494866529775,0.003423461189128764,0.8575581395348837,42,31,0.5753424657534246,0.1423728813559322,0.60268963748176,1.42288515714,470,0.6276595744680851,4.0,344
cascade|global|all12|0.95|0.925|2|0|1,cascade,global,all12,0.95,0.925,2,0,1,122,57,0.25051334702258726,0.0039823936281701946,0.6815642458100558,32,51,0.3855421686746988,0.26229508196721313,0.40824070042452515,1.669515668333178,455,0.2681318681318681,0.0,179
cascade|global|all12|0.95|0.925|2|0|2,cascade,global,all12,0.95,0.925,2,0,2,47,13,0.09650924024640657,0.0009082652134423251,0.7833333333333333,10,9,0.5263157894736842,0.2127659574468085,0.52247226692811,1.4992821302056147,455,0.10329670329670329,0.0,60
cascade|global|all12|0.95|0.925|2|1|1,cascade,global,all12,0.95,0.925,2,1,1,214,82,0.4394250513347023,0.0057290575001746665,0.722972972972973,51,67,0.4322033898305085,0.2383177570093458,0.43811627147654286,1.6501851678240662,455,0.4703296703296703,1.0,296
cascade|global|all12|0.95|0.925|2|1|2,cascade,global,all12,0.95,0.925,2,1,2,126,35,0.2587268993839836,0.00244532942080626,0.782608695652174,38,25,0.6031746031746031,0.30158730158730157,0.4843149854658003,1.6159084875300385,455,0.27692307692307694,1.0,161
cascade|global|all12|0.95|0.925|2|2|1,cascade,global,all12,0.95,0.925,2,2,1,258,84,0.5297741273100616,0.005868790609935024,0.7543859649122807,56,69,0.448,0.21705426356589147,0.46214268648850165,1.6323659055265614,455,0.567032967032967,1.0,342
cascade|global|all12|0.95|0.925|2|2|2,cascade,global,all12,0.95,0.925,2,2,2,178,39,0.3655030800821355,0.0027247956403269754,0.8202764976958525,40,27,0.5970149253731343,0.2247191011235955,0.5573946279975666,1.4716261271528324,455,0.3912087912087912,1.0,217
cascade|global|all12|0.95|0.925|2|4|1,cascade,global,all12,0.95,0.925,2,4,1,284,89,0.5831622176591376,0.006218123384335918,0.7613941018766756,60,71,0.4580152671755725,0.2112676056338028,0.4733786435362674,1.6084251207212354,455,0.6241758241758242,1.0,373
cascade|global|all12|0.95|0.925|2|4|2,cascade,global,all12,0.95,0.925,2,4,2,221,42,0.4537987679671458,0.002934395304967512,0.8403041825095057,42,28,0.6,0.19004524886877827,0.5957243629009372,1.4105586993581452,455,0.4857142857142857,2.0,263
cascade|global|all12|0.95|0.925|2|8|1,cascade,global,all12,0.95,0.925,2,8,1,317,95,0.6509240246406571,0.006637322713616991,0.7694174757281553,61,72,0.45864661654135336,0.19242902208201892,0.4920774117901925,1.5636106378648662,455,0.6967032967032967,1.0,412
cascade|global|all12|0.95|0.925|2|8|2,cascade,global,all12,0.95,0.925,2,8,2,255,44,0.5236139630390144,0.00307412841472787,0.8528428093645485,42,28,0.6,0.16470588235294117,0.6142177066210747,1.388502480750994,455,0.5604395604395604,2.0,299
cascade|global|all12|0.95|0.925|2|-1|1,cascade,global,all12,0.95,0.925,2,-1,1,350,99,0.7186858316221766,0.006916788933137707,0.779510022271715,64,75,0.460431654676259,0.18285714285714286,0.49794726061252703,1.5654469537855,455,0.7692307692307693,1.0,449
cascade|global|all12|0.95|0.925|2|-1|2,cascade,global,all12,0.95,0.925,2,-1,2,289,46,0.5934291581108829,0.0032138615244882273,0.8626865671641791,44,29,0.6027397260273972,0.1522491349480969,0.6233164904130454,1.38402654258756,455,0.6351648351648351,3.0,335
cascade|global|all12|0.95|0.925|3|0|1,cascade,global,all12,0.95,0.925,3,0,1,17,9,0.03490759753593429,0.0006287989939216097,0.6538461538461539,5,5,0.5,0.29411764705882354,0.3967804969704849,1.6478787612758878,455,0.03736263736263736,0.0,26
cascade|global|all12|0.95|0.925|3|0|2,cascade,global,all12,0.95,0.925,3,0,2,17,7,0.03490759753593429,0.000489065884161252,0.7083333333333334,5,5,0.5,0.29411764705882354,0.396770766056844,1.7852457739586913,455,0.03736263736263736,0.0,24
cascade|global|all12|0.95|0.925|3|1|1,cascade,global,all12,0.95,0.925,3,1,1,68,20,0.13963039014373715,0.0013973310976035773,0.7727272727272727,22,11,0.6666666666666666,0.3235294117647059,0.4788526216604759,1.6137058413667091,455,0.14945054945054945,1.0,88
cascade|global|all12|0.95|0.925|3|1|2,cascade,global,all12,0.95,0.925,3,1,2,68,19,0.13963039014373715,0.0013274645427233983,0.7816091954022989,22,11,0.6666666666666666,0.3235294117647059,0.47987209809068837,1.6287865006366486,455,0.14945054945054945,1.0,87
cascade|global|all12|0.95|0.925|3|2|1,cascade,global,all12,0.95,0.925,3,2,1,104,21,0.2135523613963039,0.001467197652483756,0.832,24,11,0.6857142857142857,0.23076923076923078,0.5392137081178986,1.5429874787569087,455,0.22857142857142856,1.0,125
cascade|global|all12|0.95|0.925|3|2|2,cascade,global,all12,0.95,0.925,3,2,2,104,20,0.2135523613963039,0.0013973310976035773,0.8387096774193549,24,11,0.6857142857142857,0.23076923076923078,0.540415768891172,1.5519711409240036,455,0.22857142857142856,1.0,124
cascade|global|all12|0.95|0.925|3|4|1,cascade,global,all12,0.95,0.925,3,4,1,148,23,0.30390143737166325,0.0016069307622441137,0.8654970760233918,27,11,0.7105263157894737,0.18243243243243243,0.6073794262403558,1.424969366151846,455,0.3252747252747253,2.0,171
cascade|global|all12|0.95|0.925|3|4|2,cascade,global,all12,0.95,0.925,3,4,2,147,22,0.30184804928131415,0.001537064207363935,0.8698224852071006,27,11,0.7105263157894737,0.1836734693877551,0.6066688926852367,1.4337680663946588,455,0.3230769230769231,2.0,169
cascade|global|all12|0.95|0.925|3|8|1,cascade,global,all12,0.95,0.925,3,8,1,196,25,0.4024640657084189,0.0017466638720044715,0.8868778280542986,27,11,0.7105263157894737,0.1377551020408163,0.6370955694863102,1.3920640332962726,455,0.4307692307692308,3.0,221
cascade|global|all12|0.95|0.925|3|8|2,cascade,global,all12,0.95,0.925,3,8,2,196,24,0.4024640657084189,0.0016767973171242926,0.8909090909090909,27,11,0.7105263157894737,0.1377551020408163,0.6385727773443677,1.3951567033817416,455,0.4307692307692308,3.0,220
cascade|global|all12|0.95|0.925|3|-1|1,cascade,global,all12,0.95,0.925,3,-1,1,246,29,0.5051334702258727,0.002026130091525187,0.8945454545454545,28,12,0.7,0.11382113821138211,0.6534951059497022,1.3688632805374144,455,0.5406593406593406,4.0,275
cascade|global|all12|0.95|0.925|3|-1|2,cascade,global,all12,0.95,0.925,3,-1,2,245,26,0.5030800821355236,0.0018165304268846503,0.9040590405904059,28,12,0.7,0.11428571428571428,0.657483230413693,1.375029808777884,455,0.5384615384615384,4.0,271
cascade|global|all12|0.96|0.5|2|0|1,cascade,global,all12,0.96,0.5,2,0,1,25,25,0.0513347022587269,0.0017466638720044715,0.5,9,24,0.2727272727272727,0.36,0.28643996624374995,1.7455664674060123,487,0.0513347022587269,5.0,50
cascade|global|all12|0.96|0.5|2|0|2,cascade,global,all12,0.96,0.5,2,0,2,11,8,0.022587268993839837,0.0005589324390414309,0.5789473684210527,6,7,0.46153846153846156,0.5454545454545454,0.27576983643552777,2.099386125416239,487,0.022587268993839837,4.0,19
cascade|global|all12|0.96|0.5|2|1|1,cascade,global,all12,0.96,0.5,2,1,1,87,51,0.17864476386036962,0.0035631942988891218,0.6304347826086957,29,45,0.3918918918918919,0.3333333333333333,0.3546038603910125,1.7778565126548018,487,0.17864476386036962,9.0,138
cascade|global|all12|0.96|0.5|2|1|2,cascade,global,all12,0.96,0.5,2,1,2,55,37,0.11293634496919917,0.002585062530566618,0.5978260869565217,21,32,0.39622641509433965,0.38181818181818183,0.30913301832254564,1.9338797589481602,487,0.11293634496919917,9.0,92
cascade|global|all12|0.96|0.5|2|2|1,cascade,global,all12,0.96,0.5,2,2,1,160,82,0.32854209445585214,0.0057290575001746665,0.6611570247933884,42,69,0.3783783783783784,0.2625,0.4042286763888038,1.6356014884937564,487,0.32854209445585214,10.0,242
cascade|global|all12|0.96|0.5|2|2|2,cascade,global,all12,0.96,0.5,2,2,2,108,68,0.22176591375770022,0.004750925731852163,0.6136363636363636,34,59,0.3655913978494624,0.3148148148148148,0.3531780130580755,1.7374704566772088,487,0.22176591375770022,9.0,176
cascade|global|all12|0.96|0.5|2|4|1,cascade,global,all12,0.96,0.5,2,4,1,236,93,0.48459958932238195,0.006497589603856634,0.7173252279635258,43,77,0.35833333333333334,0.18220338983050846,0.5003055050182451,1.4337744053753045,487,0.48459958932238195,10.0,329
cascade|global|all12|0.96|0.5|2|4|2,cascade,global,all12,0.96,0.5,2,4,2,182,84,0.3737166324435318,0.005868790609935024,0.6842105263157895,41,69,0.37272727272727274,0.22527472527472528,0.4635194287328639,1.476120490108117,487,0.3737166324435318,9.0,266
cascade|global|all12|0.96|0.5|2|8|1,cascade,global,all12,0.96,0.5,2,8,1,303,103,0.62217659137577,0.007196255152658423,0.7463054187192119,65,82,0.4421768707482993,0.2145214521452145,0.4853079849961071,1.5377975260909797,487,0.62217659137577,10.0,406
cascade|global|all12|0.96|0.5|2|8|2,cascade,global,all12,0.96,0.5,2,8,2,266,97,0.5462012320328542,0.0067770558233773495,0.7327823691460055,61,77,0.4420289855072464,0.22932330827067668,0.46469809985667165,1.5768998611615153,487,0.5462012320328542,10.0,363
cascade|global|all12|0.96|0.5|2|-1|1,cascade,global,all12,0.96,0.5,2,-1,1,407,126,0.8357289527720739,0.008803185914902536,0.7636022514071295,73,87,0.45625,0.17936117936117937,0.505172807765574,1.5115664178058448,487,0.8357289527720739,13.0,533
cascade|global|all12|0.96|0.5|2|-1|2,cascade,global,all12,0.96,0.5,2,-1,2,403,123,0.8275154004106776,0.008593586250261999,0.7661596958174905,70,84,0.45454545454545453,0.17369727047146402,0.5096296167057967,1.5033657203242679,487,0.8275154004106776,13.0,526
cascade|global|all12|0.96|0.5|3|0|1,cascade,global,all12,0.96,0.5,3,0,1,5,4,0.01026694045174538,0.00027946621952071543,0.5555555555555556,1,4,0.2,0.2,0.39499848033055374,1.4064751719820288,487,0.01026694045174538,3.0,9
cascade|global|all12|0.96|0.5|3|0|2,cascade,global,all12,0.96,0.5,3,0,2,5,3,0.01026694045174538,0.00020959966464053657,0.625,1,3,0.25,0.2,0.4344625760861587,1.4385588872355617,487,0.01026694045174538,6.5,8
cascade|global|all12|0.96|0.5|3|1|1,cascade,global,all12,0.96,0.5,3,1,1,36,23,0.07392197125256673,0.0016069307622441137,0.6101694915254238,14,22,0.3888888888888889,0.3888888888888889,0.3379499806238726,1.805502371679443,487,0.07392197125256673,8.0,59
cascade|global|all12|0.96|0.5|3|1|2,cascade,global,all12,0.96,0.5,3,1,2,33,22,0.06776180698151951,0.001537064207363935,0.6,12,21,0.36363636363636365,0.36363636363636365,0.34054114804586844,1.7619016187705585,487,0.06776180698151951,8.0,55
cascade|global|all12|0.96|0.5|3|2|1,cascade,global,all12,0.96,0.5,3,2,1,72,56,0.14784394250513347,0.003912527073290016,0.5625,27,50,0.35064935064935066,0.375,0.32470797552660063,1.7323257893119384,487,0.14784394250513347,7.0,128
cascade|global|all12|0.96|0.5|3|2|2,cascade,global,all12,0.96,0.5,3,2,2,65,53,0.13347022587268995,0.0037029274086494797,0.5508474576271186,25,48,0.3424657534246575,0.38461538461538464,0.30506929644819647,1.8056469924716188,487,0.13347022587268995,7.0,118
cascade|global|all12|0.96|0.5|3|4|1,cascade,global,all12,0.96,0.5,3,4,1,148,83,0.30390143737166325,0.005798924055054846,0.6406926406926406,32,68,0.32,0.21621621621621623,0.44555836598379756,1.4379544625494454,487,0.30390143737166325,9.0,231
cascade|global|all12|0.96|0.5|3|4|2,cascade,global,all12,0.96,0.5,3,4,2,140,82,0.2874743326488706,0.0057290575001746665,0.6306306306306306,32,67,0.32323232323232326,0.22857142857142856,0.4307833988621415,1.463915815457048,487,0.2874743326488706,8.5,222
cascade|global|all12|0.96|0.5|3|8|1,cascade,global,all12,0.96,0.5,3,8,1,240,95,0.4928131416837782,0.006637322713616991,0.7164179104477612,52,74,0.4126984126984127,0.21666666666666667,0.46292299002252113,1.5475963084333044,487,0.4928131416837782,9.0,335
cascade|global|all12|0.96|0.5|3|8|2,cascade,global,all12,0.96,0.5,3,8,2,231,94,0.47433264887063653,0.006567456158736813,0.7107692307692308,52,74,0.4126984126984127,0.22510822510822512,0.45235705271871074,1.5712570998892075,487,0.47433264887063653,9.0,325
cascade|global|all12|0.96|0.5|3|-1|1,cascade,global,all12,0.96,0.5,3,-1,1,403,122,0.8275154004106776,0.00852371969538182,0.7676190476190476,69,83,0.45394736842105265,0.17121588089330025,0.5109523401596079,1.502330036064154,487,0.8275154004106776,13.0,525
cascade|global|all12|0.96|0.5|3|-1|2,cascade,global,all12,0.96,0.5,3,-1,2,403,122,0.8275154004106776,0.00852371969538182,0.7676190476190476,69,83,0.45394736842105265,0.17121588089330025,0.5109523401596079,1.502330036064154,487,0.8275154004106776,13.0,525
cascade|global|all12|0.96|0.6|2|0|1,cascade,global,all12,0.96,0.6,2,0,1,27,17,0.055441478439425054,0.0011877314329630407,0.6136363636363636,7,15,0.3181818181818182,0.25925925925925924,0.3647396119968502,1.6823957241081424,486,0.05555555555555555,4.0,44
cascade|global|all12|0.96|0.6|2|0|2,cascade,global,all12,0.96,0.6,2,0,2,14,11,0.028747433264887063,0.0007685321036819675,0.56,6,10,0.375,0.42857142857142855,0.31354482182168214,1.7860285389068897,486,0.02880658436213992,2.0,25
cascade|global|all12|0.96|0.6|2|1|1,cascade,global,all12,0.96,0.6,2,1,1,99,52,0.2032854209445585,0.0036330608537693005,0.6556291390728477,29,42,0.4084507042253521,0.29292929292929293,0.3938619225877713,1.664616713301962,486,0.2037037037037037,5.0,151
cascade|global|all12|0.96|0.6|2|1|2,cascade,global,all12,0.96,0.6,2,1,2,64,38,0.13141683778234087,0.0026549290854467967,0.6274509803921569,20,33,0.37735849056603776,0.3125,0.36700740511944563,1.7096411997135255,486,0.13168724279835392,4.0,102
cascade|global|all12|0.96|0.6|2|2|1,cascade,global,all12,0.96,0.6,2,2,1,180,75,0.36960985626283366,0.005239991616013414,0.7058823529411765,41,62,0.39805825242718446,0.22777777777777777,0.4384739376836702,1.6098615955834157,486,0.37037037037037035,7.0,255
cascade|global|all12|0.96|0.6|2|2|2,cascade,global,all12,0.96,0.6,2,2,2,130,58,0.2669404517453799,0.004052260183050374,0.6914893617021277,29,48,0.37662337662337664,0.2230769230769231,0.43912688375842535,1.5746914781982086,486,0.2674897119341564,7.0,188
cascade|global|all12|0.96|0.6|2|4|1,cascade,global,all12,0.96,0.6,2,4,1,250,92,0.5133470225872689,0.006427723048976455,0.7309941520467836,44,72,0.3793103448275862,0.176,0.4879119011422412,1.4982093085564572,486,0.51440329218107,8.0,342
cascade|global|all12|0.96|0.6|2|4|2,cascade,global,all12,0.96,0.6,2,4,2,193,79,0.39630390143737165,0.00551945783553413,0.7095588235294118,36,63,0.36363636363636365,0.18652849740932642,0.4863195915551218,1.4590381219486344,486,0.39711934156378603,8.0,272
cascade|global|all12|0.96|0.6|2|8|1,cascade,global,all12,0.96,0.6,2,8,1,310,109,0.6365503080082136,0.007615454481939496,0.7398568019093079,66,83,0.4429530201342282,0.2129032258064516,0.4756308243818942,1.5555274468823346,486,0.6378600823045267,8.0,419
cascade|global|all12|0.96|0.6|2|8|2,cascade,global,all12,0.96,0.6,2,8,2,280,100,0.5749486652977412,0.006986655488017886,0.7368421052631579,57,74,0.4351145038167939,0.20357142857142857,0.48964829696591755,1.5048395140531785,486,0.5761316872427984,8.0,380
cascade|global|all12|0.96|0.6|2|-1|1,cascade,global,all12,0.96,0.6,2,-1,1,406,126,0.8336755646817249,0.008803185914902536,0.7631578947368421,73,87,0.45625,0.17980295566502463,0.5045240214809332,1.5126294531957842,486,0.8353909465020576,10.0,532
cascade|global|all12|0.96|0.6|2|-1|2,cascade,global,all12,0.96,0.6,2,-1,2,394,119,0.8090349075975359,0.008314120030741284,0.7680311890838206,66,80,0.4520547945205479,0.16751269035532995,0.5152408160178038,1.4906256748442108,486,0.8106995884773662,10.0,513
cascade|global|all12|0.96|0.6|3|0|1,cascade,global,all12,0.96,0.6,3,0,1,9,4,0.018480492813141684,0.00027946621952071543,0.6923076923076923,3,4,0.42857142857142855,0.3333333333333333,0.36806391651354026,1.8809442089991557,486,0.018518518518518517,3.0,13
cascade|global|all12|0.96|0.6|3|0|2,cascade,global,all12,0.96,0.6,3,0,2,8,4,0.01642710472279261,0.00027946621952071543,0.6666666666666666,3,4,0.42857142857142855,0.375,0.36622272853700305,1.820385832768724,486,0.01646090534979424,2.5,12
cascade|global|all12|0.96|0.6|3|1|1,cascade,global,all12,0.96,0.6,3,1,1,42,19,0.08624229979466119,0.0013274645427233983,0.6885245901639344,13,17,0.43333333333333335,0.30952380952380953,0.38565798736383616,1.7853243358716406,486,0.08641975308641975,4.0,61
cascade|global|all12|0.96|0.6|3|1|2,cascade,global,all12,0.96,0.6,3,1,2,41,15,0.08418891170431211,0.0010479983232026828,0.7321428571428571,12,14,0.46153846153846156,0.2926829268292683,0.40650630390674775,1.8010615090259712,486,0.08436213991769548,4.0,56
