method,clusters,variant,calibration,alpha,threshold,units,rank,exceedances,fold,suite
c8_union_radius,8,union_radius,episode,0.1,1.144833207130432,549,495,54,libero_spatial_full_1,libero_spatial
c8_union_radius,8,union_radius,task_init,0.02,1.9980788230896,70,70,0,libero_spatial_full_1,libero_spatial
c8_union_radius,8,union_radius,task_init,0.03,1.984769582748413,70,69,1,libero_spatial_full_1,libero_spatial
c8_union_radius,8,union_radius,task_init,0.05,1.7520971298217771,70,68,2,libero_spatial_full_1,libero_spatial
c8_union_radius,8,union_radius,task_init,0.1,1.530409812927246,70,64,6,libero_spatial_full_1,libero_spatial
c16_centroid_distance,16,centroid_distance,episode,0.02,2.4100887775421143,549,539,10,libero_spatial_full_1,libero_spatial
c16_centroid_distance,16,centroid_distance,episode,0.03,2.262812376022339,549,534,15,libero_spatial_full_1,libero_spatial
c16_centroid_distance,16,centroid_distance,episode,0.05,2.096735000610352,549,523,26,libero_spatial_full_1,libero_spatial
c16_centroid_distance,16,centroid_distance,episode,0.1,1.837360501289368,549,495,54,libero_spatial_full_1,libero_spatial
c16_centroid_distance,16,centroid_distance,task_init,0.02,3.141751289367676,70,70,0,libero_spatial_full_1,libero_spatial
c16_centroid_distance,16,centroid_distance,task_init,0.03,2.963165283203125,70,69,1,libero_spatial_full_1,libero_spatial
c16_centroid_distance,16,centroid_distance,task_init,0.05,2.876701593399048,70,68,2,libero_spatial_full_1,libero_spatial
c16_centroid_distance,16,centroid_distance,task_init,0.1,2.384247303009033,70,64,6,libero_spatial_full_1,libero_spatial
c16_assigned_radius,16,assigned_radius,episode,0.02,1.576851725578308,549,539,10,libero_spatial_full_1,libero_spatial
c16_assigned_radius,16,assigned_radius,episode,0.03,1.463616132736206,549,534,15,libero_spatial_full_1,libero_spatial
c16_assigned_radius,16,assigned_radius,episode,0.05,1.3254728317260742,549,523,26,libero_spatial_full_1,libero_spatial
c16_assigned_radius,16,assigned_radius,episode,0.1,1.1931618452072144,549,495,54,libero_spatial_full_1,libero_spatial
c16_assigned_radius,16,assigned_radius,task_init,0.02,1.8486806154251096,70,70,0,libero_spatial_full_1,libero_spatial
c16_assigned_radius,16,assigned_radius,task_init,0.03,1.8271621465682983,70,69,1,libero_spatial_full_1,libero_spatial
c16_assigned_radius,16,assigned_radius,task_init,0.05,1.743596434593201,70,68,2,libero_spatial_full_1,libero_spatial
c16_assigned_radius,16,assigned_radius,task_init,0.1,1.576851725578308,70,64,6,libero_spatial_full_1,libero_spatial
c16_union_radius,16,union_radius,episode,0.02,1.4917635917663574,549,539,10,libero_spatial_full_1,libero_spatial
c16_union_radius,16,union_radius,episode,0.03,1.4021565914154053,549,534,15,libero_spatial_full_1,libero_spatial
c16_union_radius,16,union_radius,episode,0.05,1.27456796169281,549,523,26,libero_spatial_full_1,libero_spatial
c16_union_radius,16,union_radius,episode,0.1,1.1711828708648682,549,495,54,libero_spatial_full_1,libero_spatial
c16_union_radius,16,union_radius,task_init,0.02,1.8486806154251096,70,70,0,libero_spatial_full_1,libero_spatial
c16_union_radius,16,union_radius,task_init,0.03,1.743596434593201,70,69,1,libero_spatial_full_1,libero_spatial
c16_union_radius,16,union_radius,task_init,0.05,1.7219643592834473,70,68,2,libero_spatial_full_1,libero_spatial
c16_union_radius,16,union_radius,task_init,0.1,1.4683796167373655,70,64,6,libero_spatial_full_1,libero_spatial
c32_centroid_distance,32,centroid_distance,episode,0.02,2.190678834915161,549,539,10,libero_spatial_full_1,libero_spatial
c32_centroid_distance,32,centroid_distance,episode,0.03,2.0490198135375977,549,534,15,libero_spatial_full_1,libero_spatial
c32_centroid_distance,32,centroid_distance,episode,0.05,1.9004080295562744,549,523,26,libero_spatial_full_1,libero_spatial
c32_centroid_distance,32,centroid_distance,episode,0.1,1.661689043045044,549,495,54,libero_spatial_full_1,libero_spatial
c32_centroid_distance,32,centroid_distance,task_init,0.02,2.9363064765930176,70,70,0,libero_spatial_full_1,libero_spatial
c32_centroid_distance,32,centroid_distance,task_init,0.03,2.841379404067993,70,69,1,libero_spatial_full_1,libero_spatial
c32_centroid_distance,32,centroid_distance,task_init,0.05,2.808326482772827,70,68,2,libero_spatial_full_1,libero_spatial
c32_centroid_distance,32,centroid_distance,task_init,0.1,2.1624133586883545,70,64,6,libero_spatial_full_1,libero_spatial
c32_assigned_radius,32,assigned_radius,episode,0.02,1.5727075338363647,549,539,10,libero_spatial_full_1,libero_spatial
c32_assigned_radius,32,assigned_radius,episode,0.03,1.5254850387573242,549,534,15,libero_spatial_full_1,libero_spatial
c32_assigned_radius,32,assigned_radius,episode,0.05,1.3645633459091189,549,523,26,libero_spatial_full_1,libero_spatial
c32_assigned_radius,32,assigned_radius,episode,0.1,1.2607823610305786,549,495,54,libero_spatial_full_1,libero_spatial
c32_assigned_radius,32,assigned_radius,task_init,0.02,2.1666347980499268,70,70,0,libero_spatial_full_1,libero_spatial
c32_assigned_radius,32,assigned_radius,task_init,0.03,2.1285219192504883,70,69,1,libero_spatial_full_1,libero_spatial
c32_assigned_radius,32,assigned_radius,task_init,0.05,2.035749673843384,70,68,2,libero_spatial_full_1,libero_spatial
c32_assigned_radius,32,assigned_radius,task_init,0.1,1.5727075338363647,70,64,6,libero_spatial_full_1,libero_spatial
c32_union_radius,32,union_radius,episode,0.02,1.5354268550872805,549,539,10,libero_spatial_full_1,libero_spatial
c32_union_radius,32,union_radius,episode,0.03,1.4716501235961914,549,534,15,libero_spatial_full_1,libero_spatial
c32_union_radius,32,union_radius,episode,0.05,1.3276842832565308,549,523,26,libero_spatial_full_1,libero_spatial
c32_union_radius,32,union_radius,episode,0.1,1.1965250968933103,549,495,54,libero_spatial_full_1,libero_spatial
c32_union_radius,32,union_radius,task_init,0.02,2.1285219192504883,70,70,0,libero_spatial_full_1,libero_spatial
c32_union_radius,32,union_radius,task_init,0.03,2.035749673843384,70,69,1,libero_spatial_full_1,libero_spatial
c32_union_radius,32,union_radius,task_init,0.05,1.8999663591384888,70,68,2,libero_spatial_full_1,libero_spatial
c32_union_radius,32,union_radius,task_init,0.1,1.5442323684692385,70,64,6,libero_spatial_full_1,libero_spatial
c64_centroid_distance,64,centroid_distance,episode,0.02,1.9873830080032349,549,539,10,libero_spatial_full_1,libero_spatial
c64_centroid_distance,64,centroid_distance,episode,0.03,1.936609506607056,549,534,15,libero_spatial_full_1,libero_spatial
c64_centroid_distance,64,centroid_distance,episode,0.05,1.7421718835830688,549,523,26,libero_spatial_full_1,libero_spatial
c64_centroid_distance,64,centroid_distance,episode,0.1,1.5263198614120483,549,495,54,libero_spatial_full_1,libero_spatial
c64_centroid_distance,64,centroid_distance,task_init,0.02,3.040179491043091,70,70,0,libero_spatial_full_1,libero_spatial
c64_centroid_distance,64,centroid_distance,task_init,0.03,2.7260630130767822,70,69,1,libero_spatial_full_1,libero_spatial
c64_centroid_distance,64,centroid_distance,task_init,0.05,2.646002054214477,70,68,2,libero_spatial_full_1,libero_spatial
c64_centroid_distance,64,centroid_distance,task_init,0.1,1.9447342157363887,70,64,6,libero_spatial_full_1,libero_spatial
c64_assigned_radius,64,assigned_radius,episode,0.02,1.6972603797912598,549,539,10,libero_spatial_full_1,libero_spatial
c64_assigned_radius,64,assigned_radius,episode,0.03,1.5833215713500977,549,534,15,libero_spatial_full_1,libero_spatial
c64_assigned_radius,64,assigned_radius,episode,0.05,1.4499404430389404,549,523,26,libero_spatial_full_1,libero_spatial
c64_assigned_radius,64,assigned_radius,episode,0.1,1.3123499155044556,549,495,54,libero_spatial_full_1,libero_spatial
c64_assigned_radius,64,assigned_radius,task_init,0.02,2.834656238555908,70,70,0,libero_spatial_full_1,libero_spatial
c64_assigned_radius,64,assigned_radius,task_init,0.03,2.4671261310577397,70,69,1,libero_spatial_full_1,libero_spatial
c64_assigned_radius,64,assigned_radius,task_init,0.05,2.150520801544189,70,68,2,libero_spatial_full_1,libero_spatial
c64_assigned_radius,64,assigned_radius,task_init,0.1,1.6972603797912598,70,64,6,libero_spatial_full_1,libero_spatial
c64_union_radius,64,union_radius,episode,0.02,1.5833215713500977,549,539,10,libero_spatial_full_1,libero_spatial
c64_union_radius,64,union_radius,episode,0.03,1.4549742937088013,549,534,15,libero_spatial_full_1,libero_spatial
c64_union_radius,64,union_radius,episode,0.05,1.3644628524780271,549,523,26,libero_spatial_full_1,libero_spatial
c64_union_radius,64,union_radius,episode,0.1,1.2282192707061768,549,495,54,libero_spatial_full_1,libero_spatial
c64_union_radius,64,union_radius,task_init,0.02,2.2350964546203613,70,70,0,libero_spatial_full_1,libero_spatial
c64_union_radius,64,union_radius,task_init,0.03,2.150520801544189,70,69,1,libero_spatial_full_1,libero_spatial
c64_union_radius,64,union_radius,task_init,0.05,1.8664309978485107,70,68,2,libero_spatial_full_1,libero_spatial
c64_union_radius,64,union_radius,task_init,0.1,1.5979070663452148,70,64,6,libero_spatial_full_1,libero_spatial
knn20,0,knn20,episode,0.02,1.9608770608901975,542,533,9,libero_spatial_full_2,libero_spatial
knn20,0,knn20,episode,0.03,1.8698498010635376,542,527,15,libero_spatial_full_2,libero_spatial
knn20,0,knn20,episode,0.05,1.6953964233398438,542,516,26,libero_spatial_full_2,libero_spatial
knn20,0,knn20,episode,0.1,1.5769497156143188,542,489,53,libero_spatial_full_2,libero_spatial
knn20,0,knn20,task_init,0.02,3.0450398921966557,70,70,0,libero_spatial_full_2,libero_spatial
knn20,0,knn20,task_init,0.03,2.103532314300537,70,69,1,libero_spatial_full_2,libero_spatial
knn20,0,knn20,task_init,0.05,1.9988833665847776,70,68,2,libero_spatial_full_2,libero_spatial
knn20,0,knn20,task_init,0.1,1.88714063167572,70,64,6,libero_spatial_full_2,libero_spatial
norm_only,0,norm_only,episode,0.02,6.636145114898682,542,533,9,libero_spatial_full_2,libero_spatial
norm_only,0,norm_only,episode,0.03,6.340137958526611,542,527,15,libero_spatial_full_2,libero_spatial
norm_only,0,norm_only,episode,0.05,6.17126989364624,542,516,26,libero_spatial_full_2,libero_spatial
norm_only,0,norm_only,episode,0.1,5.399065017700195,542,489,53,libero_spatial_full_2,libero_spatial
norm_only,0,norm_only,task_init,0.02,7.322845935821533,70,70,0,libero_spatial_full_2,libero_spatial
norm_only,0,norm_only,task_init,0.03,7.030622959136963,70,69,1,libero_spatial_full_2,libero_spatial
norm_only,0,norm_only,task_init,0.05,6.720889091491699,70,68,2,libero_spatial_full_2,libero_spatial
norm_only,0,norm_only,task_init,0.1,6.259748458862305,70,64,6,libero_spatial_full_2,libero_spatial
c1_centroid_distance,1,centroid_distance,episode,0.02,6.661591529846191,542,533,9,libero_spatial_full_2,libero_spatial
c1_centroid_distance,1,centroid_distance,episode,0.03,6.314244747161865,542,527,15,libero_spatial_full_2,libero_spatial
c1_centroid_distance,1,centroid_distance,episode,0.05,6.169034957885742,542,516,26,libero_spatial_full_2,libero_spatial
c1_centroid_distance,1,centroid_distance,episode,0.1,5.459695339202881,542,489,53,libero_spatial_full_2,libero_spatial
c1_centroid_distance,1,centroid_distance,task_init,0.02,7.301546573638916,70,70,0,libero_spatial_full_2,libero_spatial
c1_centroid_distance,1,centroid_distance,task_init,0.03,7.001454830169678,70,69,1,libero_spatial_full_2,libero_spatial
c1_centroid_distance,1,centroid_distance,task_init,0.05,6.697966575622559,70,68,2,libero_spatial_full_2,libero_spatial
c1_centroid_distance,1,centroid_distance,task_init,0.1,6.199463367462158,70,64,6,libero_spatial_full_2,libero_spatial
c1_assigned_radius,1,assigned_radius,episode,0.02,1.4684640169143677,542,533,9,libero_spatial_full_2,libero_spatial
c1_assigned_radius,1,assigned_radius,episode,0.03,1.3918958902359009,542,527,15,libero_spatial_full_2,libero_spatial
c1_assigned_radius,1,assigned_radius,episode,0.05,1.3598861694335938,542,516,26,libero_spatial_full_2,libero_spatial
c1_assigned_radius,1,assigned_radius,episode,0.1,1.2035211324691772,542,489,53,libero_spatial_full_2,libero_spatial
c1_assigned_radius,1,assigned_radius,task_init,0.02,1.6095341444015503,70,70,0,libero_spatial_full_2,libero_spatial
c1_assigned_radius,1,assigned_radius,task_init,0.03,1.5433826446533203,70,69,1,libero_spatial_full_2,libero_spatial
c1_assigned_radius,1,assigned_radius,task_init,0.05,1.4764825105667114,70,68,2,libero_spatial_full_2,libero_spatial
c1_assigned_radius,1,assigned_radius,task_init,0.1,1.3665937185287476,70,64,6,libero_spatial_full_2,libero_spatial
c1_union_radius,1,union_radius,episode,0.02,1.4684640169143677,542,533,9,libero_spatial_full_2,libero_spatial
c1_union_radius,1,union_radius,episode,0.03,1.3918958902359009,542,527,15,libero_spatial_full_2,libero_spatial
c1_union_radius,1,union_radius,episode,0.05,1.3598861694335938,542,516,26,libero_spatial_full_2,libero_spatial
c1_union_radius,1,union_radius,episode,0.1,1.2035211324691772,542,489,53,libero_spatial_full_2,libero_spatial
c1_union_radius,1,union_radius,task_init,0.02,1.6095341444015503,70,70,0,libero_spatial_full_2,libero_spatial
c1_union_radius,1,union_radius,task_init,0.03,1.5433826446533203,70,69,1,libero_spatial_full_2,libero_spatial
c1_union_radius,1,union_radius,task_init,0.05,1.4764825105667114,70,68,2,libero_spatial_full_2,libero_spatial
c1_union_radius,1,union_radius,task_init,0.1,1.3665937185287476,70,64,6,libero_spatial_full_2,libero_spatial
c2_centroid_distance,2,centroid_distance,episode,0.02,4.662280559539795,542,533,9,libero_spatial_full_2,libero_spatial
c2_centroid_distance,2,centroid_distance,episode,0.03,4.461573600769043,542,527,15,libero_spatial_full_2,libero_spatial
c2_centroid_distance,2,centroid_distance,episode,0.05,4.252384662628174,542,516,26,libero_spatial_full_2,libero_spatial
c2_centroid_distance,2,centroid_distance,episode,0.1,3.8376388549804688,542,489,53,libero_spatial_full_2,libero_spatial
c2_centroid_distance,2,centroid_distance,task_init,0.02,5.353031158447266,70,70,0,libero_spatial_full_2,libero_spatial
c2_centroid_distance,2,centroid_distance,task_init,0.03,4.98105001449585,70,69,1,libero_spatial_full_2,libero_spatial
c2_centroid_distance,2,centroid_distance,task_init,0.05,4.75779914855957,70,68,2,libero_spatial_full_2,libero_spatial
c2_centroid_distance,2,centroid_distance,task_init,0.1,4.468059539794922,70,64,6,libero_spatial_full_2,libero_spatial
c2_assigned_radius,2,assigned_radius,episode,0.02,1.445268988609314,542,533,9,libero_spatial_full_2,libero_spatial
c2_assigned_radius,2,assigned_radius,episode,0.03,1.400439977645874,542,527,15,libero_spatial_full_2,libero_spatial
c2_assigned_radius,2,assigned_radius,episode,0.05,1.2995388507843018,542,516,26,libero_spatial_full_2,libero_spatial
c2_assigned_radius,2,assigned_radius,episode,0.1,1.181950569152832,542,489,53,libero_spatial_full_2,libero_spatial
c2_assigned_radius,2,assigned_radius,task_init,0.02,1.7558656930923462,70,70,0,libero_spatial_full_2,libero_spatial
c2_assigned_radius,2,assigned_radius,task_init,0.03,1.6489373445510864,70,69,1,libero_spatial_full_2,libero_spatial
c2_assigned_radius,2,assigned_radius,task_init,0.05,1.5953657627105713,70,68,2,libero_spatial_full_2,libero_spatial
c2_assigned_radius,2,assigned_radius,task_init,0.1,1.3895009756088257,70,64,6,libero_spatial_full_2,libero_spatial
c2_union_radius,2,union_radius,episode,0.02,1.445268988609314,542,533,9,libero_spatial_full_2,libero_spatial
c2_union_radius,2,union_radius,episode,0.03,1.3895009756088257,542,527,15,libero_spatial_full_2,libero_spatial
c2_union_radius,2,union_radius,episode,0.05,1.2995388507843018,542,516,26,libero_spatial_full_2,libero_spatial
c2_union_radius,2,union_radius,episode,0.1,1.1790902614593506,542,489,53,libero_spatial_full_2,libero_spatial
c2_union_radius,2,union_radius,task_init,0.02,1.7558656930923462,70,70,0,libero_spatial_full_2,libero_spatial
c2_union_radius,2,union_radius,task_init,0.03,1.6489373445510864,70,69,1,libero_spatial_full_2,libero_spatial
c2_union_radius,2,union_radius,task_init,0.05,1.5953657627105713,70,68,2,libero_spatial_full_2,libero_spatial
c2_union_radius,2,union_radius,task_init,0.1,1.360719919204712,70,64,6,libero_spatial_full_2,libero_spatial
c4_centroid_distance,4,centroid_distance,episode,0.02,3.6138241291046143,542,533,9,libero_spatial_full_2,libero_spatial
c4_centroid_distance,4,centroid_distance,episode,0.03,3.415359735488892,542,527,15,libero_spatial_full_2,libero_spatial
c4_centroid_distance,4,centroid_distance,episode,0.05,3.1564648151397705,542,516,26,libero_spatial_full_2,libero_spatial
c4_centroid_distance,4,centroid_distance,episode,0.1,2.838974714279175,542,489,53,libero_spatial_full_2,libero_spatial
c4_centroid_distance,4,centroid_distance,task_init,0.02,4.5534281730651855,70,70,0,libero_spatial_full_2,libero_spatial
c4_centroid_distance,4,centroid_distance,task_init,0.03,4.053455352783203,70,69,1,libero_spatial_full_2,libero_spatial
c4_centroid_distance,4,centroid_distance,task_init,0.05,3.744407415390015,70,68,2,libero_spatial_full_2,libero_spatial
c4_centroid_distance,4,centroid_distance,task_init,0.1,3.455735683441162,70,64,6,libero_spatial_full_2,libero_spatial
c4_assigned_radius,4,assigned_radius,episode,0.02,1.5544319152832031,542,533,9,libero_spatial_full_2,libero_spatial
c4_assigned_radius,4,assigned_radius,episode,0.03,1.4634426832199097,542,527,15,libero_spatial_full_2,libero_spatial
c4_assigned_radius,4,assigned_radius,episode,0.05,1.3349589109420776,542,516,26,libero_spatial_full_2,libero_spatial
c4_assigned_radius,4,assigned_radius,episode,0.1,1.151113510131836,542,489,53,libero_spatial_full_2,libero_spatial
c4_assigned_radius,4,assigned_radius,task_init,0.02,1.9729748964309688,70,70,0,libero_spatial_full_2,libero_spatial
c4_assigned_radius,4,assigned_radius,task_init,0.03,1.756339430809021,70,69,1,libero_spatial_full_2,libero_spatial
c4_assigned_radius,4,assigned_radius,task_init,0.05,1.682902455329895,70,68,2,libero_spatial_full_2,libero_spatial
c4_assigned_radius,4,assigned_radius,task_init,0.1,1.497350811958313,70,64,6,libero_spatial_full_2,libero_spatial
c4_union_radius,4,union_radius,episode,0.02,1.5204514265060425,542,533,9,libero_spatial_full_2,libero_spatial
c4_union_radius,4,union_radius,episode,0.03,1.4478880167007446,542,527,15,libero_spatial_full_2,libero_spatial
c4_union_radius,4,union_radius,episode,0.05,1.2567790746688845,542,516,26,libero_spatial_full_2,libero_spatial
c4_union_radius,4,union_radius,episode,0.1,1.1347033977508545,542,489,53,libero_spatial_full_2,libero_spatial
c4_union_radius,4,union_radius,task_init,0.02,1.912068247795105,70,70,0,libero_spatial_full_2,libero_spatial
c4_union_radius,4,union_radius,task_init,0.03,1.682902455329895,70,69,1,libero_spatial_full_2,libero_spatial
c4_union_radius,4,union_radius,task_init,0.05,1.6303139925003052,70,68,2,libero_spatial_full_2,libero_spatial
c4_union_radius,4,union_radius,task_init,0.1,1.4460393190383911,70,64,6,libero_spatial_full_2,libero_spatial
c8_centroid_distance,8,centroid_distance,episode,0.02,2.947155237197876,542,533,9,libero_spatial_full_2,libero_spatial
c8_centroid_distance,8,centroid_distance,episode,0.03,2.732431411743164,542,527,15,libero_spatial_full_2,libero_spatial
c8_centroid_distance,8,centroid_distance,episode,0.05,2.5925421714782715,542,516,26,libero_spatial_full_2,libero_spatial
c8_centroid_distance,8,centroid_distance,episode,0.1,2.361440896987915,542,489,53,libero_spatial_full_2,libero_spatial
c8_centroid_distance,8,centroid_distance,task_init,0.02,4.136772632598877,70,70,0,libero_spatial_full_2,libero_spatial
c8_centroid_distance,8,centroid_distance,task_init,0.03,3.5723721981048584,70,69,1,libero_spatial_full_2,libero_spatial
c8_centroid_distance,8,centroid_distance,task_init,0.05,3.253004312515259,70,68,2,libero_spatial_full_2,libero_spatial
c8_centroid_distance,8,centroid_distance,task_init,0.1,2.7925381660461426,70,64,6,libero_spatial_full_2,libero_spatial
c8_assigned_radius,8,assigned_radius,episode,0.02,1.4991788864135742,542,533,9,libero_spatial_full_2,libero_spatial
c8_assigned_radius,8,assigned_radius,episode,0.03,1.3884114027023315,542,527,15,libero_spatial_full_2,libero_spatial
c8_assigned_radius,8,assigned_radius,episode,0.05,1.3090229034423828,542,516,26,libero_spatial_full_2,libero_spatial
c8_assigned_radius,8,assigned_radius,episode,0.1,1.1662160158157349,542,489,53,libero_spatial_full_2,libero_spatial
c8_assigned_radius,8,assigned_radius,task_init,0.02,2.1607437133789062,70,70,0,libero_spatial_full_2,libero_spatial
c8_assigned_radius,8,assigned_radius,task_init,0.03,1.817218542098999,70,69,1,libero_spatial_full_2,libero_spatial
c8_assigned_radius,8,assigned_radius,task_init,0.05,1.6991283893585205,70,68,2,libero_spatial_full_2,libero_spatial
c8_assigned_radius,8,assigned_radius,task_init,0.1,1.3608250617980957,70,64,6,libero_spatial_full_2,libero_spatial
c8_union_radius,8,union_radius,episode,0.02,1.4626169204711914,542,533,9,libero_spatial_full_2,libero_spatial
c8_union_radius,8,union_radius,episode,0.03,1.3736045360565186,542,527,15,libero_spatial_full_2,libero_spatial
c8_union_radius,8,union_radius,episode,0.05,1.2827646732330322,542,516,26,libero_spatial_full_2,libero_spatial
c8_union_radius,8,union_radius,episode,0.1,1.1428982019424438,542,489,53,libero_spatial_full_2,libero_spatial
c8_union_radius,8,union_radius,task_init,0.02,2.1607437133789062,70,70,0,libero_spatial_full_2,libero_spatial
c8_union_radius,8,union_radius,task_init,0.03,1.6991283893585205,70,69,1,libero_spatial_full_2,libero_spatial
c8_union_radius,8,union_radius,task_init,0.05,1.5897088050842283,70,68,2,libero_spatial_full_2,libero_spatial
c8_union_radius,8,union_radius,task_init,0.1,1.357357621192932,70,64,6,libero_spatial_full_2,libero_spatial
c16_centroid_distance,16,centroid_distance,episode,0.02,2.749961376190185,542,533,9,libero_spatial_full_2,libero_spatial
c16_centroid_distance,16,centroid_distance,episode,0.03,2.4766714572906494,542,527,15,libero_spatial_full_2,libero_spatial
c16_centroid_distance,16,centroid_distance,episode,0.05,2.321976900100708,542,516,26,libero_spatial_full_2,libero_spatial
c16_centroid_distance,16,centroid_distance,episode,0.1,2.092837333679199,542,489,53,libero_spatial_full_2,libero_spatial
c16_centroid_distance,16,centroid_distance,task_init,0.02,3.968190670013428,70,70,0,libero_spatial_full_2,libero_spatial
c16_centroid_distance,16,centroid_distance,task_init,0.03,2.9447152614593506,70,69,1,libero_spatial_full_2,libero_spatial
c16_centroid_distance,16,centroid_distance,task_init,0.05,2.7892446517944336,70,68,2,libero_spatial_full_2,libero_spatial
c16_centroid_distance,16,centroid_distance,task_init,0.1,2.490009307861328,70,64,6,libero_spatial_full_2,libero_spatial
c16_assigned_radius,16,assigned_radius,episode,0.02,1.579375147819519,542,533,9,libero_spatial_full_2,libero_spatial
c16_assigned_radius,16,assigned_radius,episode,0.03,1.5178388357162476,542,527,15,libero_spatial_full_2,libero_spatial
c16_assigned_radius,16,assigned_radius,episode,0.05,1.3747528791427612,542,516,26,libero_spatial_full_2,libero_spatial
c16_assigned_radius,16,assigned_radius,episode,0.1,1.2108135223388672,542,489,53,libero_spatial_full_2,libero_spatial
c16_assigned_radius,16,assigned_radius,task_init,0.02,2.387273073196411,70,70,0,libero_spatial_full_2,libero_spatial
c16_assigned_radius,16,assigned_radius,task_init,0.03,1.66330087184906,70,69,1,libero_spatial_full_2,libero_spatial
c16_assigned_radius,16,assigned_radius,task_init,0.05,1.591078519821167,70,68,2,libero_spatial_full_2,libero_spatial
c16_assigned_radius,16,assigned_radius,task_init,0.1,1.5310100317001345,70,64,6,libero_spatial_full_2,libero_spatial
c16_union_radius,16,union_radius,episode,0.02,1.579375147819519,542,533,9,libero_spatial_full_2,libero_spatial
c16_union_radius,16,union_radius,episode,0.03,1.426528811454773,542,527,15,libero_spatial_full_2,libero_spatial
c16_union_radius,16,union_radius,episode,0.05,1.2994563579559326,542,516,26,libero_spatial_full_2,libero_spatial
c16_union_radius,16,union_radius,episode,0.1,1.1591953039169312,542,489,53,libero_spatial_full_2,libero_spatial
c16_union_radius,16,union_radius,task_init,0.02,2.387273073196411,70,70,0,libero_spatial_full_2,libero_spatial
c16_union_radius,16,union_radius,task_init,0.03,1.66330087184906,70,69,1,libero_spatial_full_2,libero_spatial
c16_union_radius,16,union_radius,task_init,0.05,1.591078519821167,70,68,2,libero_spatial_full_2,libero_spatial
c16_union_radius,16,union_radius,task_init,0.1,1.3831827640533447,70,64,6,libero_spatial_full_2,libero_spatial
c32_centroid_distance,32,centroid_distance,episode,0.02,2.5062475204467773,542,533,9,libero_spatial_full_2,libero_spatial
c32_centroid_distance,32,centroid_distance,episode,0.03,2.254441499710083,542,527,15,libero_spatial_full_2,libero_spatial
c32_centroid_distance,32,centroid_distance,episode,0.05,2.1610312461853027,542,516,26,libero_spatial_full_2,libero_spatial
c32_centroid_distance,32,centroid_distance,episode,0.1,1.961776614189148,542,489,53,libero_spatial_full_2,libero_spatial
c32_centroid_distance,32,centroid_distance,task_init,0.02,3.797716617584229,70,70,0,libero_spatial_full_2,libero_spatial
c32_centroid_distance,32,centroid_distance,task_init,0.03,2.6254007816314697,70,69,1,libero_spatial_full_2,libero_spatial
c32_centroid_distance,32,centroid_distance,task_init,0.05,2.564108371734619,70,68,2,libero_spatial_full_2,libero_spatial
c32_centroid_distance,32,centroid_distance,task_init,0.1,2.3891537189483643,70,64,6,libero_spatial_full_2,libero_spatial
c32_assigned_radius,32,assigned_radius,episode,0.02,1.5381999015808103,542,533,9,libero_spatial_full_2,libero_spatial
c32_assigned_radius,32,assigned_radius,episode,0.03,1.4908347129821775,542,527,15,libero_spatial_full_2,libero_spatial
c32_assigned_radius,32,assigned_radius,episode,0.05,1.4103081226348877,542,516,26,libero_spatial_full_2,libero_spatial
c32_assigned_radius,32,assigned_radius,episode,0.1,1.2400834560394287,542,489,53,libero_spatial_full_2,libero_spatial
c32_assigned_radius,32,assigned_radius,task_init,0.02,1.958335518836975,70,70,0,libero_spatial_full_2,libero_spatial
c32_assigned_radius,32,assigned_radius,task_init,0.03,1.781930446624756,70,69,1,libero_spatial_full_2,libero_spatial
c32_assigned_radius,32,assigned_radius,task_init,0.05,1.6329121589660645,70,68,2,libero_spatial_full_2,libero_spatial
c32_assigned_radius,32,assigned_radius,task_init,0.1,1.5381999015808103,70,64,6,libero_spatial_full_2,libero_spatial
c32_union_radius,32,union_radius,episode,0.02,1.4567651748657229,542,533,9,libero_spatial_full_2,libero_spatial
c32_union_radius,32,union_radius,episode,0.03,1.4052042961120603,542,527,15,libero_spatial_full_2,libero_spatial
c32_union_radius,32,union_radius,episode,0.05,1.335215449333191,542,516,26,libero_spatial_full_2,libero_spatial
c32_union_radius,32,union_radius,episode,0.1,1.2019072771072388,542,489,53,libero_spatial_full_2,libero_spatial
c32_union_radius,32,union_radius,task_init,0.02,1.958335518836975,70,70,0,libero_spatial_full_2,libero_spatial
c32_union_radius,32,union_radius,task_init,0.03,1.606304168701172,70,69,1,libero_spatial_full_2,libero_spatial
c32_union_radius,32,union_radius,task_init,0.05,1.5390897989273071,70,68,2,libero_spatial_full_2,libero_spatial
c32_union_radius,32,union_radius,task_init,0.1,1.4103081226348877,70,64,6,libero_spatial_full_2,libero_spatial
c64_centroid_distance,64,centroid_distance,episode,0.02,2.162984132766724,542,533,9,libero_spatial_full_2,libero_spatial
c64_centroid_distance,64,centroid_distance,episode,0.03,2.0924394130706787,542,527,15,libero_spatial_full_2,libero_spatial
c64_centroid_distance,64,centroid_distance,episode,0.05,1.9614876508712769,542,516,26,libero_spatial_full_2,libero_spatial
c64_centroid_distance,64,centroid_distance,episode,0.1,1.7938997745513916,542,489,53,libero_spatial_full_2,libero_spatial
c64_centroid_distance,64,centroid_distance,task_init,0.02,3.0838844776153564,70,70,0,libero_spatial_full_2,libero_spatial
c64_centroid_distance,64,centroid_distance,task_init,0.03,2.4468178749084477,70,69,1,libero_spatial_full_2,libero_spatial
