level,cohort,suite,task,calibration,method,alpha,episodes,failures,successes,tp,fn,fp,tn,recall,fpr,precision
cohort_task,A,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,episode,euclidean,0.05,400,5,395,5,0,7,388,1.0,0.017721518987341773,0.4166666666666667
cohort_task,A,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,episode,cosine,0.05,400,5,395,0,5,47,348,0.0,0.1189873417721519,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,5,395,5,0,15,380,1.0,0.0379746835443038,0.25
cohort_task,A,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,5,395,0,5,57,338,0.0,0.14430379746835442,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,episode,cosine_without_center,0.05,400,5,395,0,5,23,372,0.0,0.05822784810126582,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,episode,norm_only,0.05,400,5,395,5,0,11,384,1.0,0.027848101265822784,0.3125
cohort_task,A,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,task_init,euclidean,0.05,400,5,395,5,0,0,395,1.0,0.0,1.0
cohort_task,A,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,task_init,cosine,0.05,400,5,395,0,5,7,388,0.0,0.017721518987341773,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,5,395,5,0,1,394,1.0,0.002531645569620253,0.8333333333333334
cohort_task,A,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,5,395,0,5,1,394,0.0,0.002531645569620253,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,400,5,395,0,5,5,390,0.0,0.012658227848101266,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,task_init,norm_only,0.05,400,5,395,5,0,0,395,1.0,0.0,1.0
cohort_task,A,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,episode,euclidean,0.05,400,0,400,0,0,2,398,,0.005,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,episode,cosine,0.05,400,0,400,0,0,30,370,,0.075,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,0,400,0,0,6,394,,0.015,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,0,400,0,0,15,385,,0.0375,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,episode,cosine_without_center,0.05,400,0,400,0,0,8,392,,0.02,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,episode,norm_only,0.05,400,0,400,0,0,2,398,,0.005,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,task_init,euclidean,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,A,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,task_init,cosine,0.05,400,0,400,0,0,5,395,,0.0125,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,0,400,0,0,2,398,,0.005,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,0,400,0,0,4,396,,0.01,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,400,0,400,0,0,2,398,,0.005,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,task_init,norm_only,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,A,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,episode,euclidean,0.05,400,8,392,8,0,11,381,1.0,0.02806122448979592,0.42105263157894735
cohort_task,A,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,episode,cosine,0.05,400,8,392,1,7,15,377,0.125,0.03826530612244898,0.0625
cohort_task,A,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,8,392,8,0,7,385,1.0,0.017857142857142856,0.5333333333333333
cohort_task,A,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,8,392,0,8,12,380,0.0,0.030612244897959183,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,episode,cosine_without_center,0.05,400,8,392,1,7,7,385,0.125,0.017857142857142856,0.125
cohort_task,A,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,episode,norm_only,0.05,400,8,392,7,1,11,381,0.875,0.02806122448979592,0.3888888888888889
cohort_task,A,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,task_init,euclidean,0.05,400,8,392,7,1,0,392,0.875,0.0,1.0
cohort_task,A,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,task_init,cosine,0.05,400,8,392,0,8,2,390,0.0,0.00510204081632653,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,8,392,7,1,0,392,0.875,0.0,1.0
cohort_task,A,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,8,392,0,8,0,392,0.0,0.0,
cohort_task,A,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,400,8,392,0,8,0,392,0.0,0.0,
cohort_task,A,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,task_init,norm_only,0.05,400,8,392,4,4,0,392,0.5,0.0,1.0
cohort_task,A,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,episode,euclidean,0.05,400,3,397,3,0,15,382,1.0,0.037783375314861464,0.16666666666666666
cohort_task,A,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,episode,cosine,0.05,400,3,397,1,2,21,376,0.3333333333333333,0.05289672544080604,0.045454545454545456
cohort_task,A,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,3,397,3,0,56,341,1.0,0.14105793450881612,0.05084745762711865
cohort_task,A,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,3,397,0,3,41,356,0.0,0.10327455919395466,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,episode,cosine_without_center,0.05,400,3,397,3,0,30,367,1.0,0.07556675062972293,0.09090909090909091
cohort_task,A,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,episode,norm_only,0.05,400,3,397,3,0,4,393,1.0,0.010075566750629723,0.42857142857142855
cohort_task,A,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,task_init,euclidean,0.05,400,3,397,3,0,1,396,1.0,0.0025188916876574307,0.75
cohort_task,A,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,task_init,cosine,0.05,400,3,397,0,3,7,390,0.0,0.017632241813602016,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,3,397,3,0,12,385,1.0,0.030226700251889168,0.2
cohort_task,A,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,3,397,0,3,6,391,0.0,0.015113350125944584,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,400,3,397,3,0,2,395,1.0,0.005037783375314861,0.6
cohort_task,A,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,task_init,norm_only,0.05,400,3,397,3,0,2,395,1.0,0.005037783375314861,0.6
cohort_task,A,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,episode,euclidean,0.05,400,1,399,1,0,9,390,1.0,0.022556390977443608,0.1
cohort_task,A,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,episode,cosine,0.05,400,1,399,0,1,44,355,0.0,0.11027568922305764,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,1,399,1,0,11,388,1.0,0.02756892230576441,0.08333333333333333
cohort_task,A,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,1,399,0,1,31,368,0.0,0.07769423558897243,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,episode,cosine_without_center,0.05,400,1,399,1,0,8,391,1.0,0.020050125313283207,0.1111111111111111
cohort_task,A,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,episode,norm_only,0.05,400,1,399,1,0,6,393,1.0,0.015037593984962405,0.14285714285714285
cohort_task,A,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,task_init,euclidean,0.05,400,1,399,1,0,0,399,1.0,0.0,1.0
cohort_task,A,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,task_init,cosine,0.05,400,1,399,0,1,3,396,0.0,0.007518796992481203,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,1,399,1,0,1,398,1.0,0.002506265664160401,0.5
cohort_task,A,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,1,399,0,1,0,399,0.0,0.0,
cohort_task,A,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,400,1,399,1,0,2,397,1.0,0.005012531328320802,0.3333333333333333
cohort_task,A,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,task_init,norm_only,0.05,400,1,399,0,1,0,399,0.0,0.0,
cohort_task,A,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,episode,euclidean,0.05,400,4,396,4,0,68,328,1.0,0.1717171717171717,0.05555555555555555
cohort_task,A,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,episode,cosine,0.05,400,4,396,1,3,74,322,0.25,0.18686868686868688,0.013333333333333334
cohort_task,A,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,episode,cosine_neighbors_euclidean_score,0.05,400,4,396,4,0,45,351,1.0,0.11363636363636363,0.08163265306122448
cohort_task,A,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,episode,euclidean_neighbors_cosine_score,0.05,400,4,396,1,3,68,328,0.25,0.1717171717171717,0.014492753623188406
cohort_task,A,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,episode,cosine_without_center,0.05,400,4,396,2,2,67,329,0.5,0.1691919191919192,0.028985507246376812
cohort_task,A,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,episode,norm_only,0.05,400,4,396,4,0,35,361,1.0,0.08838383838383838,0.10256410256410256
cohort_task,A,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,task_init,euclidean,0.05,400,4,396,4,0,0,396,1.0,0.0,1.0
cohort_task,A,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,task_init,cosine,0.05,400,4,396,0,4,9,387,0.0,0.022727272727272728,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,task_init,cosine_neighbors_euclidean_score,0.05,400,4,396,4,0,3,393,1.0,0.007575757575757576,0.5714285714285714
cohort_task,A,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,task_init,euclidean_neighbors_cosine_score,0.05,400,4,396,0,4,4,392,0.0,0.010101010101010102,0.0
cohort_task,A,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,task_init,cosine_without_center,0.05,400,4,396,1,3,27,369,0.25,0.06818181818181818,0.03571428571428571
cohort_task,A,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,task_init,norm_only,0.05,400,4,396,4,0,2,394,1.0,0.005050505050505051,0.6666666666666666
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,episode,euclidean,0.05,400,0,400,0,0,1,399,,0.0025,0.0
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,episode,cosine,0.05,400,0,400,0,0,15,385,,0.0375,0.0
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,episode,cosine_neighbors_euclidean_score,0.05,400,0,400,0,0,5,395,,0.0125,0.0
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,episode,euclidean_neighbors_cosine_score,0.05,400,0,400,0,0,8,392,,0.02,0.0
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,episode,cosine_without_center,0.05,400,0,400,0,0,172,228,,0.43,0.0
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,episode,norm_only,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,task_init,euclidean,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,task_init,cosine,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,task_init,cosine_neighbors_euclidean_score,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,task_init,euclidean_neighbors_cosine_score,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,task_init,cosine_without_center,0.05,400,0,400,0,0,44,356,,0.11,0.0
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,task_init,norm_only,0.05,400,0,400,0,0,0,400,,0.0,
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,episode,euclidean,0.05,400,8,392,8,0,15,377,1.0,0.03826530612244898,0.34782608695652173
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,episode,cosine,0.05,400,8,392,1,7,11,381,0.125,0.02806122448979592,0.08333333333333333
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,episode,cosine_neighbors_euclidean_score,0.05,400,8,392,8,0,105,287,1.0,0.26785714285714285,0.07079646017699115
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,episode,euclidean_neighbors_cosine_score,0.05,400,8,392,0,8,13,379,0.0,0.03316326530612245,0.0
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,episode,cosine_without_center,0.05,400,8,392,6,2,38,354,0.75,0.09693877551020408,0.13636363636363635
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,episode,norm_only,0.05,400,8,392,8,0,0,392,1.0,0.0,1.0
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,task_init,euclidean,0.05,400,8,392,8,0,3,389,1.0,0.007653061224489796,0.7272727272727273
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,task_init,cosine,0.05,400,8,392,0,8,1,391,0.0,0.002551020408163265,0.0
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,task_init,cosine_neighbors_euclidean_score,0.05,400,8,392,8,0,24,368,1.0,0.061224489795918366,0.25
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,task_init,euclidean_neighbors_cosine_score,0.05,400,8,392,0,8,5,387,0.0,0.012755102040816327,0.0
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,task_init,cosine_without_center,0.05,400,8,392,4,4,1,391,0.5,0.002551020408163265,0.8
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,task_init,norm_only,0.05,400,8,392,7,1,0,392,0.875,0.0,1.0
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,episode,euclidean,0.05,400,12,388,12,0,162,226,1.0,0.4175257731958763,0.06896551724137931
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,episode,cosine,0.05,400,12,388,1,11,11,377,0.08333333333333333,0.028350515463917526,0.08333333333333333
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,episode,cosine_neighbors_euclidean_score,0.05,400,12,388,12,0,26,362,1.0,0.06701030927835051,0.3157894736842105
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,episode,euclidean_neighbors_cosine_score,0.05,400,12,388,0,12,9,379,0.0,0.023195876288659795,0.0
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,episode,cosine_without_center,0.05,400,12,388,1,11,1,387,0.08333333333333333,0.002577319587628866,0.5
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,episode,norm_only,0.05,400,12,388,12,0,10,378,1.0,0.02577319587628866,0.5454545454545454
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,task_init,euclidean,0.05,400,12,388,12,0,8,380,1.0,0.020618556701030927,0.6
cohort_task,A,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,task_init,cosine,0.05,400,12,388,0,12,2,386,0.0,0.005154639175257732,0.0
